"listener","run","combine","chunks","Freq1","Freq2","Freq3","Freq4","Freq5","rms"
"L10","1","add","10","0.032446282","0.028642951","0.020422817","0.014837803","0.011795411","0.044932"
"L10","1","add","11","0.03107336","0.028405104","0.019808554","0.014659694","0.011038712","0.0437213"
"L10","1","add","12","0.03644726","0.031287652","0.021377045","0.015743498","0.011853122","0.04842"
"L10","1","add","13","0.030817458","0.026712906","0.019370093","0.013672846","0.01114949","0.0428055"
"L10","1","add","14","0.029746966","0.026004349","0.019107049","0.013760423","0.011124332","0.0419161"
"L10","1","add","15","0.03020638","0.02422997","0.017630869","0.01334827","0.010605467","0.0408059"
"L11","1","add","1","0.04381069","0.03606744","0.02788869","0.018525958","0.013672698","0.0569352"
"L11","1","add","2","0.05444141","0.044044473","0.032249078","0.021981735","0.015677612","0.068249"
"L11","1","add","3","0.04699517","0.04144172","0.02983542","0.020387877","0.014869464","0.0620603"
"L11","1","add","4","0.0425831","0.034957571","0.024749317","0.017269511","0.012817817","0.0543897"
"L11","1","add","5","0.041520809","0.03575537","0.024478586","0.01788183","0.012710056","0.0544832"
"L11","1","add","6","0.041844195","0.035204477","0.024658307","0.017276268","0.012615582","0.0541474"
"L11","1","add","7","0.04493353","0.038553313","0.02803264","0.020445843","0.015278974","0.0595126"
"L11","1","add","8","0.04172105","0.036174868","0.024959499","0.01730219","0.012948748","0.0547714"
"L11","1","add","9","0.04065981","0.031891325","0.022166693","0.015606737","0.012077665","0.0510008"
"L11","1","add","10","0.038619015","0.031528839","0.023823728","0.016799695","0.012356028","0.050842"
"L11","1","add","11","0.037264199","0.028280747","0.019706871","0.014574085","0.01149275","0.0468253"
"L11","1","add","12","0.03712057","0.027254759","0.018808225","0.013791632","0.0111292197","0.0457795"
"L11","1","add","13","0.032416502","0.02385503","0.016688934","0.01260343","0.010293684","0.0413364"
"L11","1","add","14","0.03669412","0.027534593","0.019350988","0.014371014","0.011163337","0.0462307"
"L11","1","add","15","0.03302993","0.0249524","0.017264255","0.012468361","0.010586797","0.0424184"
"L12","1","add","1","0.038849401","0.02958749","0.020560743","0.014175813","0.011326585","0.0482237"
"L12","1","add","2","0.03387628","0.026846787","0.01874395","0.01294575","0.010437491","0.0438431"
"L12","1","add","3","0.02822788","0.02237329","0.015835471","0.011861325","0.010007059","0.038235"
"L12","1","add","4","0.030811","0.024181865","0.017162463","0.012575499","0.010555168","0.0406205"
"L12","1","add","5","0.027057557","0.02319165","0.016076904","0.011780344","0.009811682","0.038101"
"L12","1","add","6","0.028496791","0.02478525","0.016547115","0.012339712","0.0101824277","0.0397055"
"L12","1","add","7","0.025688536","0.021864051","0.014974199","0.011294122","0.00995984","0.0364759"
"L12","1","add","8","0.0269361","0.022862342","0.014884412","0.011565826","0.009927528","0.0373866"
"L12","1","add","9","0.027319477","0.022066241","0.0154909","0.0118336983","0.010089143","0.0374455"
"L12","1","add","10","0.024029823","0.019160904","0.01329273","0.010776713","0.009557183","0.0340973"
"L12","1","add","11","0.023088497","0.018431337","0.012697921","0.010507399","0.00959227","0.0332273"
"L12","1","add","12","0.023425396","0.019909537","0.014360479","0.011149851","0.00961354","0.0344873"
"L12","1","add","13","0.02394411","0.019774186","0.01356296","0.010551873","0.009612608","0.0343846"
"L12","1","add","14","0.02286477","0.018563726","0.013085733","0.010759114","0.009669001","0.033345"
"L12","1","add","15","0.023698752","0.02012324","0.014273397","0.010568408","0.010088416","0.0347084"
"L13","1","add","1","0.03935616","0.035318544","0.0262446203","0.019695509","0.014735484","0.0546674"
"L13","1","add","2","0.03964143","0.03263375","0.024153512","0.016875237","0.013564539","0.0520505"
"L13","1","add","3","0.03994018","0.031750348","0.023469383","0.016802306","0.01335593","0.0517332"
"L13","1","add","4","0.03959523","0.03340793","0.02351253","0.01831049","0.013215736","0.0524537"
"L13","1","add","5","0.03776569","0.03142155","0.02228171","0.016746832","0.013255527","0.0501384"
"L13","1","add","6","0.03885235","0.03182867","0.023409026","0.017010312","0.012884967","0.0511465"
"L13","1","add","7","0.038307136","0.030704671","0.022045733","0.01683162","0.013044398","0.0499833"
"L13","1","add","8","0.037984269","0.032175987","0.022883094","0.017117481","0.012985286","0.0508168"
"L13","1","add","9","0.03681889","0.030150015","0.022123985","0.016482911","0.01280151","0.0488307"
"L13","1","add","10","0.03528808","0.02789828","0.01989478","0.016086148","0.012236799","0.0464291"
"L13","1","add","11","0.035509183","0.02854138","0.021332225","0.01627715","0.012425566","0.0472652"
"L13","1","add","12","0.03636677","0.02899158","0.020983623","0.016055191","0.012547324","0.0478094"
"L13","1","add","13","0.03463079","0.02732016","0.020939392","0.015150246","0.012163506","0.0460944"
"L13","1","add","14","0.036089219","0.02682447","0.019162954","0.014704211","0.01101241","0.0456234"
"L13","1","add","15","0.036421467","0.027519614","0.0207536","0.01442927","0.012179902","0.0464782"
"L14","1","add","1","0.03148061","0.024953465","0.017766953","0.012733115","0.010051287","0.041659"
"L14","1","add","2","0.03180926","0.0246835","0.017459303","0.01282065","0.010428421","0.0416822"
"L14","1","add","3","0.031106467","0.024229625","0.017989987","0.013145219","0.010720694","0.0414181"
"L14","1","add","4","0.03360149","0.02689995","0.01886067","0.013930655","0.010865323","0.0444429"
"L14","1","add","5","0.03673579","0.027619394","0.019694776","0.014360084","0.01185867","0.0464268"
"L14","1","add","6","0.031031109","0.025168473","0.017840259","0.013035109","0.011137625","0.0419753"
"L14","1","add","7","0.03649651","0.02972341","0.0201496479","0.014636755","0.01158682","0.0472845"
"L14","1","add","8","0.036294595","0.029355141","0.020179279","0.014321815","0.011237023","0.0468495"
"L14","1","add","9","0.036045654","0.02737424","0.018983365","0.014253757","0.011441279","0.0457244"
"L14","1","add","10","0.039607845","0.031550785","0.02245043","0.016055754","0.012293774","0.0508266"
"L14","1","add","11","0.0370665","0.03028489","0.02154904","0.015118228","0.011713397","0.0482255"
"L14","1","add","12","0.03173557","0.025832581","0.019008318","0.013873718","0.010806859","0.0429079"
"L14","1","add","13","0.03464311","0.027650734","0.019082894","0.013924682","0.0114000842","0.0451065"
"L14","1","add","14","0.03413725","0.027163036","0.019156468","0.013663272","0.011357366","0.0446828"
"L14","1","add","15","0.03138493","0.025303491","0.018276431","0.013219378","0.011009107","0.0422647"
"L15","1","add","1","0.0500432","0.0400474","0.027391231","0.018017645","0.013835869","0.0613973"
"L15","1","add","2","0.04646906","0.03765987","0.02679646","0.01770074","0.013220161","0.0581271"
"L15","1","add","3","0.04707541","0.03765235","0.026619572","0.017745996","0.013262906","0.0583973"
"L15","1","add","4","0.047187993","0.038993356","0.02695347","0.0179549","0.013063922","0.0592529"
"L15","1","add","5","0.0464482","0.037396863","0.02471413","0.017271361","0.013105578","0.0573409"
"L15","1","add","6","0.045412","0.03836364","0.025516899","0.017565899","0.012908402","0.0574883"
"L15","1","add","7","0.047230621","0.037881095","0.025374813","0.017717021","0.013029273","0.0582428"
"L15","1","add","8","0.04744168","0.03630699","0.024971137","0.016534565","0.012325334","0.0572408"
"L15","1","add","9","0.04460517","0.035663035","0.024077173","0.016870773","0.012309717","0.0554781"
"L15","1","add","10","0.04315776","0.034174213","0.024095521","0.016020491","0.011967942","0.0538515"
"L15","1","add","11","0.04194187","0.03140875","0.02121314","0.014724377","0.011506799","0.0508674"
"L15","1","add","12","0.036886556","0.027684542","0.01793007","0.012639817","0.01062983","0.0454957"
"L15","1","add","13","0.03678991","0.02719534","0.018006518","0.012444109","0.010527086","0.0450507"
"L15","1","add","14","0.03458333","0.027362","0.017754224","0.012494901","0.010444271","0.0442707"
"L15","1","add","15","0.03547083","0.026345322","0.017531395","0.012171504","0.01054559","0.0438529"
"L16","1","add","1","0.03491765","0.0303152","0.020129789","0.014051496","0.010833996","0.0461871"
"L16","1","add","2","0.030365402","0.024319157","0.016294264","0.012148062","0.009859728","0.0400165"
"L16","1","add","3","0.02950404","0.022628647","0.015350705","0.011905138","0.00975467","0.0384941"
"L16","1","add","4","0.02700798","0.020871478","0.014674157","0.011448452","0.009671815","0.036573"
"L16","1","add","5","0.024972613","0.02094618","0.014425284","0.011196288","0.009344389","0.0353268"
"L16","1","add","6","0.02308698","0.017680966","0.012503453","0.0101891321","0.009030049","0.0327428"
"L16","1","add","7","0.023031171","0.018454605","0.013382602","0.010566974","0.009441887","0.0333122"
"L16","1","add","8","0.025395996","0.019269758","0.014228088","0.011149073","0.009725403","0.0349708"
"L16","1","add","9","0.021536213","0.017402328","0.012591401","0.010011085","0.009501361","0.0320331"
"L16","1","add","10","0.02129813","0.017116321","0.012910561","0.010190033","0.0094673683","0.0318909"
"L16","1","add","11","0.02020362","0.016625994","0.012455728","0.009813245","0.009340594","0.031037"
"L16","1","add","12","0.05003126","0.040321889","0.029546287","0.021457427","0.015742841","0.064448"
"L16","1","add","13","0.065494","0.05549195","0.03882452","0.027586516","0.019543535","0.084267"
"L16","1","add","14","0.026524809","0.022270397","0.016267629","0.012078441","0.010224316","0.0375218"
"L16","1","add","15","0.0262505","0.021115307","0.015417775","0.011789616","0.010006636","0.0365097"
